player_0_name,player_1_name,player_0_team,player_1_team,player_0_selected,player_1_selected,player_0_first,player_1_first,winner_name
マッキー,バイオレット,"['ガチグマ(アカツキ)', 'パオジアン', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ミライドン', 'オーロンゲ']","['ディンルー', 'パオジアン', 'バドレックス(こくば)', 'オーガポン(かまど)', 'カイリュー', 'ハバタクカミ']","['パオジアン', 'ミライドン', 'オーロンゲ']","['ハバタクカミ', 'パオジアン', 'バドレックス(こくば)']",オーロンゲ,バドレックス(こくば),マッキー
ゆ,ななみ,"['チオンジェン', 'パオジアン', 'ムゲンダイナ', 'ランドロス(れいじゅう)', 'ハッサム', 'ハバタクカミ']","['ザマゼンタ(たてのおう)', 'ラティオス', 'ランドロス(けしん)', 'サーフゴー', 'マスカーニャ', 'エンテイ']","['ハッサム', 'ムゲンダイナ']","['ザマゼンタ(たてのおう)', 'ラティオス', 'サーフゴー']",ハッサム,ラティオス,ゆ
アキ,夏の砂時計,"['ゴリランダー', 'カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'モルペコ(まんぷく)', 'ブリジュラス']","['ガチグマ(アカツキ)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'ヘイラッシャ', 'ハバタクカミ', 'アーマーガア']","['カイオーガ', 'ゴリランダー', 'ブリジュラス']","['ガチグマ(アカツキ)', 'アーマーガア', 'ヘイラッシャ']",ゴリランダー,ガチグマ(アカツキ),アキ
あいくま,スコール,"['オーガポン(かまど)', 'バドレックス(こくば)', 'ラグラージ', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['ゲッコウガ', 'カイオーガ', 'テツノツツミ', 'ラプラス', 'ヘイラッシャ', 'ドヒドイデ']","['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)']","['ゲッコウガ', 'ドヒドイデ', 'ラプラス']",ウーラオス(れんげき),ラプラス,あいくま
husky,わたぼう,"['ディンルー', 'オオニューラ', 'ウーラオス(れんげき)', 'ヒードラン', 'ルナアーラ', 'ハバタクカミ']","['コライドン', 'カイリュー', 'ハッサム', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['ルナアーラ', 'ウーラオス(れんげき)', 'ヒードラン']","['カイリュー', 'ハッサム', 'キョジオーン']",ヒードラン,カイリュー,husky
ながいみのる,ユキ,"['ディンルー', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン', 'トドロクツキ']","['グライオン', 'キラフロル', 'モンメン', 'ホウオウ', 'エルフーン', 'ヘイラッシャ']",['ウーラオス(れんげき)'],"['キラフロル', 'グライオン', 'ホウオウ']",ウーラオス(れんげき),キラフロル,ながいみのる
ノブ,バイオレット,"['ドータクン', 'ホウオウ', 'ルガルガン(たそがれ)', 'テツノブジン', 'フライゴン', 'ウォッシュロトム']","['パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ハッサム', 'ルナアーラ', 'オーガポン(いしずえ)']","['ホウオウ', 'テツノブジン']","['パオジアン', 'ハッサム', 'オーガポン(いしずえ)']",ホウオウ,ハッサム,ノブ
かに,サトシ,"['グライオン', 'アローラベトベトン', 'ムゲンダイナ', 'ラッキー', 'ヘイラッシャ', 'ガチグマ']","['アローラベトベトン', 'ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ヤミラミ', 'ママンボウ']","['グライオン', 'アローラベトベトン', 'ヘイラッシャ']","['ヤミラミ', 'アローラベトベトン', 'ディンルー']",ヘイラッシャ,ディンルー,かに
るい,バイオレット,"['バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー', 'ママンボウ', 'ブリジュラス']","['パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ハッサム', 'ルナアーラ', 'オーガポン(いしずえ)']","['ママンボウ', 'ウーラオス(れんげき)', 'バドレックス(こくば)']","['ウーラオス(いちげき)', 'ルナアーラ', 'パオジアン']",ママンボウ,ウーラオス(いちげき),るい
Phantasmoon,daa,"['ガチグマ(アカツキ)', 'パオジアン', 'コライドン', 'ヘイラッシャ', 'ドオー', 'ハバタクカミ']","['ウガツホムラ', 'イダイナキバ', 'ハッサム', 'ミミッキュ', 'ハバタクカミ', 'テラパゴス(テラスタル)']","['ハバタクカミ', 'パオジアン', 'ドオー']","['イダイナキバ', 'ウガツホムラ']",ハバタクカミ,イダイナキバ,daa
カミホ,ルナ,"['ランドロス(れいじゅう)', 'ヒートロトム', 'ウーラオス(れんげき)', 'ハッサム', 'ミライドン', 'テツノカイナ']","['パオジアン', 'ランドロス(れいじゅう)', 'コライドン', 'イーユイ', 'ハバタクカミ', 'ガチグマ']","['ヒートロトム', 'ウーラオス(れんげき)']","['イーユイ', 'パオジアン', 'ガチグマ']",ヒートロトム,イーユイ,カミホ
サトシ,俺出現神呆然,"['ゲッコウガ', 'カビゴン', 'カイリュー', 'ドンファン', 'ルギア', 'ガオガエン']","['ガチグマ(アカツキ)', 'イーユイ', 'コライドン', 'ハッサム', 'ヘイラッシャ', 'ハバタクカミ']","['ドンファン', 'ルギア', 'ガオガエン']","['イーユイ', 'ガチグマ(アカツキ)']",ドンファン,イーユイ,俺出現神呆然
かに,わたぼう,"['グライオン', 'アローラベトベトン', 'ムゲンダイナ', 'ラッキー', 'ヘイラッシャ', 'ガチグマ']","['コライドン', 'カイリュー', 'ハッサム', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['グライオン', 'ガチグマ', 'ヘイラッシャ']","['ハバタクカミ', 'ザシアン(けんのおう)', 'コライドン']",ヘイラッシャ,コライドン,わたぼう
あらたま,ゆんた。,"['ディンルー', 'ピクシー', 'パオジアン', 'ルギア', 'ヘイラッシャ', 'ハピナス']","['ゴリランダー', 'ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'パオジアン', 'ランドロス(れいじゅう)']","['ディンルー', 'ピクシー', 'ハピナス']","['バドレックス(こくば)', 'ディンルー', 'ランドロス(れいじゅう)']",ディンルー,ディンルー,あらたま
バンブー,あいくま,"['キラフロル', 'チオンジェン', 'バドレックス(こくば)', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['オーガポン(かまど)', 'バドレックス(こくば)', 'ラグラージ', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'カイリュー']","['キラフロル', 'ランドロス(れいじゅう)', 'カイリュー']","['バドレックス(こくば)', 'ラグラージ', 'ウーラオス(れんげき)']",キラフロル,ウーラオス(れんげき),あいくま
マブシ,U,"['ディンルー', 'カイオーガ', 'パオジアン', 'キョジオーン', 'ドオー', 'ドヒドイデ']","['ゴリランダー', 'オオニューラ', 'キノガッサ', 'バドレックス(こくば)', 'テツノワダチ', 'カイリュー']","['カイオーガ', 'キョジオーン']","['バドレックス(こくば)', 'テツノワダチ', 'キノガッサ']",カイオーガ,キノガッサ,マブシ
あらたま,青き此方,"['ディンルー', 'ピクシー', 'パオジアン', 'ルギア', 'ヘイラッシャ', 'ハピナス']","['ディンルー', 'ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'キョジオーン', 'ミライドン', 'オーロンゲ']","['ピクシー', 'ハピナス', 'ヘイラッシャ']","['ランドロス(れいじゅう)', 'オーロンゲ', 'ディンルー']",ピクシー,オーロンゲ,あらたま
スカーレット,NONO,"['キラフロル', 'ディンルー', 'パオジアン', 'ヘイラッシャ', 'ハバタクカミ', 'ミライドン']","['ラティアス', 'ウーラオス(いちげき)', 'ハッサム', 'ミミッキュ', 'マシマシラ', 'テラパゴス(テラスタル)']","['パオジアン', 'ミライドン']","['ウーラオス(いちげき)', 'テラパゴス(テラスタル)', 'ラティアス']",ミライドン,ラティアス,スカーレット
バイオレット,運だけの春日(CHT),"['パオジアン', 'ウーラオス(いちげき)', 'カイリュー', 'ハッサム', 'ルナアーラ', 'オーガポン(いしずえ)']","['パオジアン', 'バドレックス(こくば)', 'ラグラージ', 'ウーラオス(れんげき)', 'カイリュー', 'ハバタクカミ']","['カイリュー', 'ウーラオス(いちげき)']","['カイリュー', 'ハバタクカミ', 'ウーラオス(れんげき)']",ウーラオス(いちげき),カイリュー,バイオレット
アイギス,Kurumi Wendy,"['ザマゼンタ(たてのおう)', 'ディンルー', 'カイリュー', 'キョジオーン', 'ハバタクカミ', 'ガチグマ']","['オオニューラ', 'ガチグマ(アカツキ)', 'バドレックス(はくば)', 'カイリュー', 'ブリジュラス', 'オーロンゲ']","['カイリュー', 'ハバタクカミ', 'キョジオーン']","['ガチグマ(アカツキ)', 'オーロンゲ', 'ブリジュラス']",キョジオーン,ガチグマ(アカツキ),アイギス
しょー,ダイオキシン,"['ガチグマ(アカツキ)', 'オーガポン(かまど)', 'カイリュー', 'キョジオーン', 'ザシアン(けんのおう)', 'ハバタクカミ']","['キラフロル', 'アシレーヌ', 'マスカーニャ', 'キョジオーン', 'ハバタクカミ', 'ネクロズマ(たそがれ)']","['ガチグマ(アカツキ)', 'ザシアン(けんのおう)']","['ハバタクカミ', 'キラフロル']",ガチグマ(アカツキ),ハバタクカミ,しょー
ちゃこすけ,SV,"['サーフゴー', 'エルフーン', 'ハバタクカミ', 'テラパゴス(テラスタル)', 'アーマーガア', 'ドーブル']","['バドレックス(はくば)', 'ウーラオス(れんげき)', 'ミミッキュ', 'ブリジュラス', 'ハバタクカミ', 'ガチグマ']","['テラパゴス(テラスタル)', 'サーフゴー', 'ドーブル']","['ハバタクカミ', 'ガチグマ', 'バドレックス(はくば)']",サーフゴー,ハバタクカミ,SV
じごくもん,ライラ,"['カイオーガ', 'パオジアン', 'ウーラオス(れんげき)', 'カイリュー', 'キョジオーン', 'ハバタクカミ']","['キラフロル', 'ディンルー', 'オーガポン(かまど)', 'パオジアン', 'ミミッキュ', 'テラパゴス(テラスタル)']","['ハバタクカミ', 'パオジアン', 'ウーラオス(れんげき)']","['キラフロル', 'テラパゴス(テラスタル)', 'ディンルー', 'テラパゴス(ステラ)']",パオジアン,テラパゴス(テラスタル),じごくもん
れんぴょろ,カノープス,"['ランドロス(れいじゅう)', 'ウーラオス(れんげき)', 'ギラティナ(オリジン)', 'ハッサム', 'ハバタクカミ', 'バンギラス']","['パオジアン', 'ランドロス(れいじゅう)', 'ヘイラッシャ', 'ドドゲザン', 'ミライドン', 'エンテイ']","['ランドロス(れいじゅう)', 'バンギラス', 'ギラティナ(オリジン)']","['ミライドン', 'エンテイ', 'ヘイラッシャ']",ギラティナ(オリジン),エンテイ,カノープス
スカーレット,ぬすし,"['キラフロル', 'ディンルー', 'パオジアン', 'ヘイラッシャ', 'ハバタクカミ', 'ミライドン']","['キラフロル', 'ディンルー', 'パオジアン', 'バドレックス(こくば)', 'カイリュー', 'ハバタクカミ']","['パオジアン', 'ミライドン', 'ディンルー']","['カイリュー', 'パオジアン', 'キラフロル']",ミライドン,カイリュー,ぬすし
カイン,PH,"['カイオーガ', 'パオジアン', 'ランドロス(れいじゅう)', 'キョジオーン', 'ブリジュラス', 'ハバタクカミ']","['キラフロル', 'ディンルー', 'オーガポン(かまど)', 'バドレックス(こくば)', 'ウーラオス(れんげき)', 'カイリュー']","['ハバタクカミ', 'パオジアン', 'ブリジュラス']","['カイリュー', 'バドレックス(こくば)', 'キラフロル']",ハバタクカミ,カイリュー,カイン
Kurumi Wendy,カミホ,"['オオニューラ', 'ガチグマ(アカツキ)', 'バドレックス(はくば)', 'カイリュー', 'ブリジュラス', 'オーロンゲ']","['ランドロス(れいじゅう)', 'ヒートロトム', 'ウーラオス(れんげき)', 'ハッサム', 'ミライドン', 'テツノカイナ']","['ガチグマ(アカツキ)', 'オーロンゲ', 'ブリジュラス']","['ミライドン', 'ウーラオス(れんげき)']",ブリジュラス,ミライドン,カミホ
スカーレット,sh,"['クレベース', 'アローラベトベトン', 'ホウオウ', 'ガラルマタドガス', 'ヘイラッシャ', 'ドオー']","['オーガポン(かまど)', 'テツノワダチ', 'カイリュー', 'ヘイラッシャ', 'ミライドン', 'オーロンゲ']","['クレベース', 'ドオー', 'ガラルマタドガス']","['カイリュー', 'テツノワダチ', 'ヘイラッシャ']",クレベース,ヘイラッシャ,スカーレット
